-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2018 through 10/22/2025 in LST
Location: Latitude  31.5587   Longitude 74.3507 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 209.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,SZA,T2M,QV2M,RH2M,PS,WS10M,WD10M
2022,12,7,12,577.95,577.33,756.26,136.6,54.97,24.94,4.55,22.9,99.13,4.95,302.9
2022,12,7,13,506.02,505.88,728.13,124.97,58.99,25.36,4.47,21.92,99.05,4.96,305.9
2022,12,7,14,376.75,376.6,639.6,114.52,65.94,25.04,4.45,22.23,99.0,4.73,308.3
2022,12,7,15,209.9,209.77,493.54,77.64,75.01,23.81,5.11,27.46,98.96,3.34,309.8
2022,12,7,16,42.33,42.28,121.17,29.72,85.45,19.57,6.37,44.32,98.95,2.61,310.3
2022,12,7,17,0.0,0.0,0.0,0.0,90.0,17.09,5.58,45.39,98.97,2.82,309.1
2022,12,7,18,0.0,0.0,0.0,0.0,90.0,16.31,5.43,46.43,99.0,2.78,307.1
2022,12,7,19,0.0,0.0,0.0,0.0,90.0,15.57,5.37,48.15,99.02,2.76,307.0
2022,12,7,20,0.0,0.0,0.0,0.0,90.0,14.69,5.36,50.87,99.02,2.79,313.8
2022,12,7,21,0.0,0.0,0.0,0.0,90.0,13.69,5.43,54.98,99.02,2.84,324.7
2022,12,7,22,0.0,0.0,0.0,0.0,90.0,12.73,5.56,59.92,99.01,2.83,335.8
2022,12,7,23,0.0,0.0,0.0,0.0,90.0,11.88,5.7,64.96,99.0,2.75,343.5
2022,12,8,0,0.0,0.0,0.0,0.0,90.0,11.24,5.88,69.89,98.98,2.59,347.7
2022,12,8,1,0.0,0.0,0.0,0.0,90.0,11.0,6.04,72.93,98.97,2.3,349.0
2022,12,8,2,0.0,0.0,0.0,0.0,90.0,11.21,6.13,72.98,98.97,1.83,348.0
2022,12,8,3,0.0,0.0,0.0,0.0,90.0,11.56,6.16,71.65,98.97,1.21,347.1
2022,12,8,4,0.0,0.0,0.0,0.0,90.0,11.8,6.17,70.65,98.97,0.52,350.0
2022,12,8,5,0.0,0.0,0.0,0.0,90.0,11.63,6.16,71.36,99.02,0.28,154.4
2022,12,8,6,0.0,0.0,0.0,0.0,90.0,10.82,6.13,74.99,99.08,1.03,161.9
2022,12,8,7,70.57,64.18,137.0,45.97,83.13,10.59,6.1,75.83,99.15,1.52,165.1
2022,12,8,8,239.25,209.52,382.26,104.69,72.98,12.98,6.11,64.91,99.23,2.15,169.3
2022,12,8,9,396.3,332.8,452.03,145.83,64.32,15.2,6.12,56.33,99.3,1.87,171.7
2022,12,8,10,511.05,464.23,454.96,212.28,57.94,18.97,5.91,42.85,99.32,1.61,182.8
2022,12,8,11,537.38,431.33,242.91,270.35,54.67,23.2,4.9,27.4,99.27,1.9,204.3
2022,12,8,12,533.28,385.65,262.06,221.79,55.06,24.21,4.78,25.14,99.18,1.76,215.8
2022,12,8,13,464.08,389.75,304.27,218.2,59.05,23.93,4.9,26.18,99.11,1.35,229.2
2022,12,8,14,340.45,287.62,246.27,187.24,65.97,23.74,5.28,28.51,99.05,0.74,241.7
2022,12,8,15,183.77,163.15,187.26,110.89,75.01,23.05,6.35,35.7,98.99,0.16,299.7
2022,12,8,16,35.83,33.67,28.89,33.16,85.44,21.49,5.89,36.42,98.97,0.66,30.1
2022,12,8,17,0.0,0.0,0.0,0.0,90.0,19.72,5.39,37.19,98.99,1.19,39.6
2022,12,8,18,0.0,0.0,0.0,0.0,90.0,18.59,5.54,41.03,99.04,1.55,46.8
2022,12,8,19,0.0,0.0,0.0,0.0,90.0,17.51,5.63,44.64,99.07,1.78,52.7
2022,12,8,20,0.0,0.0,0.0,0.0,90.0,16.59,5.68,47.75,99.1,1.91,55.6
2022,12,8,21,0.0,0.0,0.0,0.0,90.0,15.86,5.74,50.56,99.11,1.97,57.4
2022,12,8,22,0.0,0.0,0.0,0.0,90.0,15.23,5.71,52.36,99.1,1.96,59.2
2022,12,8,23,0.0,0.0,0.0,0.0,90.0,14.58,5.59,53.45,99.08,1.89,58.8
2022,12,9,0,0.0,0.0,0.0,0.0,90.0,13.99,5.53,54.92,99.05,1.85,56.5
2022,12,9,1,0.0,0.0,0.0,0.0,90.0,13.47,5.53,56.81,99.04,1.84,54.5
2022,12,9,2,0.0,0.0,0.0,0.0,90.0,13.16,5.53,57.96,99.03,1.75,53.6
2022,12,9,3,0.0,0.0,0.0,0.0,90.0,13.22,5.49,57.31,99.02,1.55,53.6
2022,12,9,4,0.0,0.0,0.0,0.0,90.0,13.35,5.42,56.1,99.0,1.27,58.2
2022,12,9,5,0.0,0.0,0.0,0.0,90.0,13.39,5.37,55.44,99.01,0.93,77.0
2022,12,9,6,0.0,0.0,0.0,0.0,90.0,13.32,5.32,55.2,99.05,0.82,122.5
2022,12,9,7,59.7,59.0,74.85,46.5,83.29,13.08,5.36,56.52,99.1,1.14,165.2
2022,12,9,8,215.82,209.02,285.95,121.29,73.13,15.0,5.72,53.28,99.17,1.71,183.0
2022,12,9,9,369.62,347.2,409.52,168.21,64.46,17.04,5.48,44.83,99.22,1.83,189.4
2022,12,9,10,485.4,450.0,439.92,203.39,58.07,20.15,5.61,37.77,99.22,1.42,192.6
2022,12,9,11,540.88,477.92,416.14,219.99,54.78,24.95,5.16,25.95,99.17,1.13,190.7
2022,12,9,12,536.72,499.75,552.54,185.24,55.15,26.72,5.21,23.57,99.07,0.87,181.3
2022,12,9,13,468.33,450.85,521.4,169.3,59.1,27.13,5.31,23.42,98.97,0.66,180.0
2022,12,9,14,344.73,322.35,438.19,138.9,65.99,26.9,5.42,24.22,98.91,0.38,222.9
2022,12,9,15,187.27,171.85,269.74,98.51,75.01,26.04,6.1,28.65,98.88,0.29,308.0
2022,12,9,16,36.92,33.95,34.64,34.67,85.42,23.92,6.66,35.48,98.87,0.77,5.9
2022,12,9,17,0.0,0.0,0.0,0.0,90.0,21.71,5.96,36.33,98.89,1.38,15.9
2022,12,9,18,0.0,0.0,0.0,0.0,90.0,20.55,6.08,39.82,98.95,1.74,18.4
2022,12,9,19,0.0,0.0,0.0,0.0,90.0,19.61,6.21,43.13,99.01,1.9,19.0
2022,12,9,20,0.0,0.0,0.0,0.0,90.0,18.98,6.31,45.59,99.05,1.91,17.0
2022,12,9,21,0.0,0.0,0.0,0.0,90.0,18.46,6.36,47.47,99.05,1.85,12.8
2022,12,9,22,0.0,0.0,0.0,0.0,90.0,17.91,6.4,49.45,99.05,1.83,8.5
2022,12,9,23,0.0,0.0,0.0,0.0,90.0,17.31,6.45,51.75,99.04,1.82,5.4
2022,12,10,0,0.0,0.0,0.0,0.0,90.0,16.88,6.45,53.17,99.02,1.81,5.1
2022,12,10,1,0.0,0.0,0.0,0.0,90.0,16.48,6.47,54.69,99.0,1.76,7.9
2022,12,10,2,0.0,0.0,0.0,0.0,90.0,16.06,6.49,56.34,98.98,1.7,12.9
2022,12,10,3,0.0,0.0,0.0,0.0,90.0,15.69,6.53,58.04,98.97,1.64,19.2
2022,12,10,4,0.0,0.0,0.0,0.0,90.0,15.45,6.56,59.21,98.97,1.51,26.7
2022,12,10,5,0.0,0.0,0.0,0.0,90.0,15.28,6.58,60.06,99.0,1.33,37.4
2022,12,10,6,0.0,0.0,0.0,0.0,90.0,15.02,6.63,61.57,99.07,1.13,51.1
2022,12,10,7,57.38,55.28,54.18,47.31,83.44,15.36,6.75,61.37,99.13,0.96,69.9
2022,12,10,8,211.48,192.57,214.74,126.3,73.26,17.32,7.21,57.88,99.21,0.78,92.9
2022,12,10,9,364.12,313.12,280.11,194.27,64.6,19.14,7.2,51.59,99.27,0.44,110.1
2022,12,10,10,480.38,412.2,314.25,248.59,58.2,22.81,6.76,38.67,99.29,0.34,238.2
2022,12,10,11,544.97,489.83,312.01,282.62,54.89,26.37,5.54,25.62,99.25,1.27,262.3
2022,12,10,12,539.53,472.05,287.91,289.22,55.22,26.97,5.36,23.92,99.17,1.65,268.6
2022,12,10,13,469.8,415.65,317.59,258.94,59.14,26.88,5.3,23.76,99.1,1.82,279.2
2022,12,10,14,344.35,306.42,258.39,209.85,66.01,26.27,5.31,24.66,99.05,1.86,291.7
2022,12,10,15,185.02,171.02,191.51,116.53,75.0,25.06,6.57,32.75,99.02,1.4,308.0
2022,12,10,16,36.2,34.8,27.67,34.37,85.4,22.3,7.28,42.83,99.02,1.71,326.7
2022,12,10,17,0.0,0.0,0.0,0.0,90.0,19.95,6.22,42.32,99.06,2.22,337.2
2022,12,10,18,0.0,0.0,0.0,0.0,90.0,18.35,6.2,46.64,99.12,2.61,344.0
2022,12,10,19,0.0,0.0,0.0,0.0,90.0,17.0,6.2,50.8,99.17,2.91,348.5
2022,12,10,20,0.0,0.0,0.0,0.0,90.0,15.99,6.21,54.28,99.2,3.1,353.0
2022,12,10,21,0.0,0.0,0.0,0.0,90.0,15.25,6.26,57.38,99.21,3.17,358.6
2022,12,10,22,0.0,0.0,0.0,0.0,90.0,14.64,6.3,60.05,99.19,3.2,4.3
2022,12,10,23,0.0,0.0,0.0,0.0,90.0,14.13,6.33,62.34,99.16,3.17,9.4
2022,12,11,0,0.0,0.0,0.0,0.0,90.0,13.69,6.35,64.33,99.14,3.09,12.3
2022,12,11,1,0.0,0.0,0.0,0.0,90.0,13.36,6.33,65.52,99.12,2.98,13.8
2022,12,11,2,0.0,0.0,0.0,0.0,90.0,13.17,6.28,65.81,99.12,2.82,13.1
2022,12,11,3,0.0,0.0,0.0,0.0,90.0,13.09,6.2,65.31,99.12,2.66,11.1
2022,12,11,4,0.0,0.0,0.0,0.0,90.0,13.12,6.12,64.35,99.12,2.47,6.3
2022,12,11,5,0.0,0.0,0.0,0.0,90.0,13.2,6.04,63.2,99.15,2.28,359.5
2022,12,11,6,0.0,0.0,0.0,0.0,90.0,13.23,5.95,62.17,99.2,2.11,351.6
2022,12,11,7,60.17,60.0,111.66,43.32,83.59,13.7,6.0,60.84,99.26,1.91,342.0
2022,12,11,8,221.6,220.85,399.02,99.52,73.4,16.54,6.25,52.81,99.33,1.95,329.9
2022,12,11,9,375.7,374.8,546.9,131.11,64.73,18.74,6.12,45.04,99.38,1.87,314.1
2022,12,11,10,494.02,493.23,636.18,149.89,58.32,22.13,6.33,37.79,99.4,2.02,298.7
2022,12,11,11,581.33,580.7,818.93,108.17,54.98,26.1,5.85,27.51,99.34,2.81,293.7
2022,12,11,12,576.47,576.17,819.31,107.64,55.29,27.02,5.74,25.55,99.25,2.96,290.6
2022,12,11,13,507.4,507.4,783.36,103.55,59.18,27.19,5.62,24.74,99.15,3.13,294.4
2022,12,11,14,380.8,380.15,696.39,93.86,66.01,26.83,5.51,24.76,99.08,3.33,299.1
2022,12,11,15,214.2,213.35,542.01,68.94,74.99,25.67,5.69,27.37,99.03,3.07,304.1
2022,12,11,16,44.75,44.5,143.7,28.82,85.37,21.51,7.1,43.84,99.02,2.55,310.7
2022,12,11,17,0.0,0.0,0.0,0.0,90.0,18.3,6.31,47.56,99.03,3.17,315.3
2022,12,11,18,0.0,0.0,0.0,0.0,90.0,17.17,6.06,49.08,99.08,3.35,317.4
2022,12,11,19,0.0,0.0,0.0,0.0,90.0,16.22,5.87,50.53,99.11,3.43,318.3
2022,12,11,20,0.0,0.0,0.0,0.0,90.0,15.34,5.74,52.29,99.14,3.42,319.7
2022,12,11,21,0.0,0.0,0.0,0.0,90.0,14.52,5.7,54.75,99.14,3.35,322.8
2022,12,11,22,0.0,0.0,0.0,0.0,90.0,13.75,5.73,57.85,99.15,3.25,326.9
2022,12,11,23,0.0,0.0,0.0,0.0,90.0,13.04,5.81,61.43,99.13,3.13,332.8
2022,12,12,0,0.0,0.0,0.0,0.0,90.0,12.39,5.93,65.4,99.09,2.99,339.6
2022,12,12,1,0.0,0.0,0.0,0.0,90.0,11.85,6.06,69.23,99.07,2.83,346.3
2022,12,12,2,0.0,0.0,0.0,0.0,90.0,11.48,6.15,71.98,99.05,2.63,351.3
2022,12,12,3,0.0,0.0,0.0,0.0,90.0,11.31,6.19,73.25,99.03,2.42,353.6
2022,12,12,4,0.0,0.0,0.0,0.0,90.0,11.22,6.2,73.8,99.02,2.21,352.2
2022,12,12,5,0.0,0.0,0.0,0.0,90.0,11.14,6.19,74.1,99.06,2.04,348.1
2022,12,12,6,0.0,0.0,0.0,0.0,90.0,11.01,6.18,74.67,99.11,1.91,343.3
2022,12,12,7,66.4,65.72,182.59,40.5,83.73,11.48,6.19,72.54,99.18,1.76,339.7
2022,12,12,8,241.0,238.62,525.15,83.69,73.53,14.55,6.28,60.24,99.24,1.91,336.5
2022,12,12,9,403.8,400.17,681.64,105.4,64.85,17.17,6.4,51.94,99.3,1.43,327.0
2022,12,12,10,523.53,519.95,761.5,119.1,58.43,21.45,6.0,37.32,99.32,1.82,301.5
2022,12,12,11,586.7,583.78,823.38,112.97,55.07,24.33,4.96,25.91,99.27,2.84,291.5
2022,12,12,12,581.38,579.65,818.72,110.83,55.35,25.15,4.71,23.41,99.17,3.27,295.2
2022,12,12,13,511.52,511.4,783.12,107.51,59.21,25.41,4.57,22.35,99.09,3.52,300.2
2022,12,12,14,384.83,384.65,697.92,100.86,66.02,25.06,4.46,22.26,99.02,3.52,307.0
2022,12,12,15,218.05,217.93,556.99,70.59,74.97,23.89,4.77,25.52,98.98,2.95,314.9
2022,12,12,16,46.38,46.35,163.86,29.41,85.33,19.73,6.19,42.65,98.95,2.46,323.9
2022,12,12,17,0.0,0.0,0.0,0.0,90.0,16.8,5.48,45.41,98.98,2.92,329.6
2022,12,12,18,0.0,0.0,0.0,0.0,90.0,15.74,5.33,47.28,99.03,3.04,333.2
2022,12,12,19,0.0,0.0,0.0,0.0,90.0,14.81,5.24,49.37,99.07,3.14,333.7
2022,12,12,20,0.0,0.0,0.0,0.0,90.0,13.99,5.18,51.49,99.12,3.27,332.3
2022,12,12,21,0.0,0.0,0.0,0.0,90.0,13.31,5.19,53.94,99.14,3.39,331.1
2022,12,12,22,0.0,0.0,0.0,0.0,90.0,12.74,5.26,56.75,99.16,3.44,331.7
2022,12,12,23,0.0,0.0,0.0,0.0,90.0,12.23,5.41,60.35,99.16,3.44,334.0
2022,12,13,0,0.0,0.0,0.0,0.0,90.0,11.77,5.56,63.92,99.15,3.4,336.8
2022,12,13,1,0.0,0.0,0.0,0.0,90.0,11.33,5.69,67.36,99.16,3.3,339.3
2022,12,13,2,0.0,0.0,0.0,0.0,90.0,10.94,5.74,69.74,99.18,3.19,340.6
2022,12,13,3,0.0,0.0,0.0,0.0,90.0,10.61,5.71,70.92,99.18,3.09,341.3
2022,12,13,4,0.0,0.0,0.0,0.0,90.0,10.33,5.62,71.14,99.2,3.02,340.5
2022,12,13,5,0.0,0.0,0.0,0.0,90.0,10.1,5.48,70.48,99.25,2.99,338.6
2022,12,13,6,0.0,0.0,0.0,0.0,90.0,9.88,5.34,69.75,99.31,2.96,336.5
2022,12,13,7,64.68,64.07,186.91,39.33,83.87,10.84,5.29,64.85,99.38,2.69,333.5
2022,12,13,8,239.02,236.45,536.44,80.75,73.66,14.28,5.25,51.38,99.43,3.59,328.8
2022,12,13,9,401.73,397.7,703.43,99.88,64.97,16.9,5.38,44.53,99.49,2.87,318.3
2022,12,13,10,521.28,517.78,775.83,113.55,58.53,20.93,5.48,35.27,99.51,3.39,310.9
2022,12,13,11,582.3,580.22,810.62,113.38,55.16,24.49,5.4,27.99,99.47,5.37,312.4
2022,12,13,12,579.35,579.3,817.07,112.55,55.4,25.39,5.44,26.7,99.38,5.72,311.5
2022,12,13,13,512.08,511.62,779.31,109.63,59.23,25.56,5.33,25.88,99.31,6.04,313.3
2022,12,13,14,387.15,386.42,699.52,101.9,66.01,25.1,5.2,25.94,99.25,6.24,315.8
2022,12,13,15,221.35,220.57,545.48,71.83,74.94,23.97,5.14,27.42,99.21,5.92,318.1
2022,12,13,16,48.08,47.83,166.3,29.56,85.29,20.28,5.63,37.59,99.19,3.83,318.8
2022,12,13,17,0.0,0.0,0.0,0.0,90.0,16.74,5.59,46.59,99.19,3.91,319.0
2022,12,13,18,0.0,0.0,0.0,0.0,90.0,15.69,5.52,49.21,99.21,4.11,319.6
2022,12,13,19,0.0,0.0,0.0,0.0,90.0,14.62,5.52,52.73,99.23,4.17,320.1
2022,12,13,20,0.0,0.0,0.0,0.0,90.0,13.53,5.53,56.7,99.25,4.08,319.4
2022,12,13,21,0.0,0.0,0.0,0.0,90.0,12.5,5.52,60.54,99.24,3.89,317.9
2022,12,13,22,0.0,0.0,0.0,0.0,90.0,11.58,5.47,63.73,99.22,3.72,315.9
2022,12,13,23,0.0,0.0,0.0,0.0,90.0,10.77,5.36,65.89,99.19,3.6,313.3
2022,12,14,0,0.0,0.0,0.0,0.0,90.0,10.04,5.21,67.23,99.16,3.49,310.6
2022,12,14,1,0.0,0.0,0.0,0.0,90.0,9.38,5.04,67.97,99.13,3.4,307.2
2022,12,14,2,0.0,0.0,0.0,0.0,90.0,8.81,4.9,68.67,99.12,3.37,303.7
2022,12,14,3,0.0,0.0,0.0,0.0,90.0,8.27,4.81,69.9,99.08,3.34,300.4
2022,12,14,4,0.0,0.0,0.0,0.0,90.0,7.74,4.77,71.87,99.08,3.3,297.3
2022,12,14,5,0.0,0.0,0.0,0.0,90.0,7.26,4.73,73.64,99.08,3.25,294.2
2022,12,14,6,0.0,0.0,0.0,0.0,90.0,6.84,4.7,75.34,99.11,3.23,290.7
2022,12,14,7,75.65,75.6,393.71,29.11,84.0,7.93,4.67,69.51,99.15,3.52,287.5
2022,12,14,8,264.9,264.77,777.8,50.23,73.78,10.89,4.67,56.98,99.21,4.33,283.5
2022,12,14,9,434.33,434.17,883.76,64.91,65.08,14.02,4.77,47.4,99.25,3.27,275.3
2022,12,14,10,556.65,556.5,947.37,67.56,58.63,18.59,4.43,32.9,99.25,4.42,285.6
2022,12,14,11,605.25,605.1,896.9,93.21,55.23,21.92,4.11,24.84,99.21,5.47,295.8
2022,12,14,12,603.2,603.0,916.16,86.33,55.45,23.57,4.1,22.41,99.14,5.34,301.3
2022,12,14,13,535.38,535.1,890.01,81.55,59.24,24.11,4.1,21.68,99.09,4.9,304.7
2022,12,14,14,408.58,408.23,824.79,75.19,66.0,23.93,4.1,21.9,99.05,4.48,305.3
2022,12,14,15,236.82,236.52,696.41,55.48,74.9,22.95,4.4,24.93,99.03,3.45,304.0
2022,12,14,16,53.7,53.62,288.28,25.34,85.25,18.66,5.61,41.36,99.03,2.58,298.9
2022,12,14,17,0.0,0.0,0.0,0.0,90.0,15.59,4.94,44.27,99.06,3.09,295.1
2022,12,14,18,0.0,0.0,0.0,0.0,90.0,14.5,4.79,46.07,99.09,3.23,298.2
2022,12,14,19,0.0,0.0,0.0,0.0,90.0,13.6,4.71,48.04,99.12,3.24,306.1
2022,12,14,20,0.0,0.0,0.0,0.0,90.0,12.74,4.69,50.62,99.16,3.22,314.6
2022,12,14,21,0.0,0.0,0.0,0.0,90.0,11.89,4.73,53.99,99.17,3.17,320.6
2022,12,14,22,0.0,0.0,0.0,0.0,90.0,11.1,4.82,57.96,99.16,3.07,323.4
2022,12,14,23,0.0,0.0,0.0,0.0,90.0,10.36,4.93,62.26,99.14,3.0,322.6
2022,12,15,0,0.0,0.0,0.0,0.0,90.0,9.67,5.02,66.37,99.1,2.97,319.8
2022,12,15,1,0.0,0.0,0.0,0.0,90.0,9.06,5.08,69.96,99.07,2.96,316.5
2022,12,15,2,0.0,0.0,0.0,0.0,90.0,8.57,5.06,72.01,99.03,2.93,313.9
2022,12,15,3,0.0,0.0,0.0,0.0,90.0,8.14,4.95,72.51,99.0,2.87,312.2
2022,12,15,4,0.0,0.0,0.0,0.0,90.0,7.76,4.79,72.0,98.98,2.81,311.1
2022,12,15,5,0.0,0.0,0.0,0.0,90.0,7.49,4.58,70.13,98.98,2.68,309.6
2022,12,15,6,0.0,0.0,0.0,0.0,90.0,7.25,4.39,68.37,99.01,2.54,305.7
2022,12,15,7,76.62,76.4,459.92,24.17,84.12,7.97,4.32,64.08,99.06,2.27,298.9
2022,12,15,8,266.83,266.27,825.19,42.08,73.89,11.41,4.23,49.84,99.13,2.71,287.4
2022,12,15,9,436.08,435.48,920.18,55.69,65.19,14.11,4.2,41.48,99.2,2.36,267.6
2022,12,15,10,558.22,557.83,971.05,59.29,58.73,18.37,3.71,27.93,99.2,3.41,265.6
2022,12,15,11,610.88,610.7,949.97,75.15,55.3,21.8,3.03,18.44,99.13,4.72,274.5
2022,12,15,12,607.88,607.85,950.6,74.52,55.49,23.16,2.97,16.63,99.03,4.59,276.9
2022,12,15,13,539.53,539.53,919.0,72.71,59.25,23.8,2.98,16.04,98.95,4.32,279.9
2022,12,15,14,412.3,412.12,849.88,69.19,65.98,23.81,3.02,16.24,98.89,4.07,282.6
2022,12,15,15,239.95,239.75,720.4,52.52,74.86,22.73,3.71,21.27,98.85,3.0,283.3
2022,12,15,16,55.38,55.3,309.88,24.79,85.2,18.37,4.83,36.21,98.84,2.62,282.3
2022,12,15,17,0.0,0.0,0.0,0.0,90.0,15.64,4.1,36.56,98.85,3.0,281.9
2022,12,15,18,0.0,0.0,0.0,0.0,90.0,14.64,3.96,37.67,98.87,3.11,282.1
2022,12,15,19,0.0,0.0,0.0,0.0,90.0,13.74,3.85,38.84,98.89,3.2,283.0
2022,12,15,20,0.0,0.0,0.0,0.0,90.0,12.8,3.79,40.66,98.91,3.32,285.2
2022,12,15,21,0.0,0.0,0.0,0.0,90.0,11.93,3.73,42.38,98.91,3.35,289.7
2022,12,15,22,0.0,0.0,0.0,0.0,90.0,11.14,3.69,44.17,98.9,3.31,296.3
2022,12,15,23,0.0,0.0,0.0,0.0,90.0,10.35,3.69,46.54,98.87,3.28,302.9
2022,12,16,0,0.0,0.0,0.0,0.0,90.0,9.62,3.74,49.52,98.83,3.27,308.4
2022,12,16,1,0.0,0.0,0.0,0.0,90.0,8.99,3.83,52.89,98.8,3.21,312.2
2022,12,16,2,0.0,0.0,0.0,0.0,90.0,8.56,3.94,56.0,98.78,3.05,311.9
2022,12,16,3,0.0,0.0,0.0,0.0,90.0,8.35,4.01,57.8,98.76,2.78,307.7
2022,12,16,4,0.0,0.0,0.0,0.0,90.0,8.35,4.02,57.93,98.74,2.47,307.6
2022,12,16,5,0.0,0.0,0.0,0.0,90.0,8.66,4.01,56.6,98.76,2.04,310.0
2022,12,16,6,0.0,0.0,0.0,0.0,90.0,9.21,4.02,54.7,98.81,1.37,303.1
2022,12,16,7,68.22,67.88,322.0,29.41,84.24,9.66,4.09,54.02,98.88,0.88,257.5
2022,12,16,8,253.23,252.15,698.24,57.53,74.01,11.82,4.11,47.04,98.94,1.41,223.6
2022,12,16,9,422.6,421.33,838.03,74.78,65.29,14.25,4.07,39.76,99.0,1.61,220.2
2022,12,16,10,545.92,544.8,904.33,78.75,58.81,18.06,3.99,30.57,99.0,1.8,234.0
2022,12,16,11,582.25,581.47,804.9,119.86,55.36,21.96,3.4,20.45,98.95,2.95,259.3
2022,12,16,12,580.35,579.97,808.05,118.58,55.52,23.46,3.29,18.06,98.88,2.86,267.2
2022,12,16,13,514.3,514.3,776.95,113.28,59.25,24.05,3.25,17.21,98.83,2.53,276.6
2022,12,16,14,388.9,388.83,695.84,104.95,65.95,23.85,3.25,17.41,98.79,2.28,288.4
2022,12,16,15,221.3,221.2,545.22,75.39,74.82,22.48,4.65,27.03,98.76,1.51,302.5
2022,12,16,16,49.03,48.97,168.94,30.85,85.14,19.85,4.61,31.49,98.75,1.44,323.2
2022,12,16,17,0.0,0.0,0.0,0.0,90.0,18.43,3.74,27.94,98.79,1.16,333.4
2022,12,16,18,0.0,0.0,0.0,0.0,90.0,18.34,3.58,26.92,98.86,0.7,329.0
2022,12,16,19,0.0,0.0,0.0,0.0,90.0,17.82,3.55,27.6,98.93,0.41,291.5
2022,12,16,20,0.0,0.0,0.0,0.0,90.0,17.28,3.5,28.16,98.97,0.41,240.9
2022,12,16,21,0.0,0.0,0.0,0.0,90.0,16.64,3.47,29.09,99.0,0.46,211.6
2022,12,16,22,0.0,0.0,0.0,0.0,90.0,16.13,3.45,29.88,99.02,0.3,166.4
2022,12,16,23,0.0,0.0,0.0,0.0,90.0,15.28,3.45,31.55,99.01,0.5,84.3
2022,12,17,0,0.0,0.0,0.0,0.0,90.0,13.8,3.45,34.71,99.0,0.99,65.0
2022,12,17,1,0.0,0.0,0.0,0.0,90.0,12.53,3.52,38.48,98.99,1.39,60.3
2022,12,17,2,0.0,0.0,0.0,0.0,90.0,11.66,3.58,41.45,98.99,1.56,59.2
2022,12,17,3,0.0,0.0,0.0,0.0,90.0,11.24,3.64,43.32,98.97,1.46,61.3
2022,12,17,4,0.0,0.0,0.0,0.0,90.0,11.15,3.65,43.69,98.96,1.1,66.5
2022,12,17,5,0.0,0.0,0.0,0.0,90.0,11.36,3.64,42.98,98.98,0.56,84.9
2022,12,17,6,0.0,0.0,0.0,0.0,90.0,11.02,3.61,43.62,99.03,0.34,180.0
2022,12,17,7,65.47,61.7,250.03,33.91,84.36,11.04,3.65,44.07,99.09,0.8,219.4
2022,12,17,8,250.38,238.38,627.15,67.15,74.11,13.23,4.03,42.13,99.14,1.14,234.6
2022,12,17,9,420.33,406.17,770.85,90.84,65.39,15.57,3.73,33.55,99.21,1.3,247.0
2022,12,17,10,544.7,540.22,883.5,88.84,58.89,19.09,3.88,27.93,99.23,1.52,268.9
2022,12,17,11,581.55,578.95,800.29,120.45,55.41,23.25,3.53,19.68,99.18,3.07,290.8
2022,12,17,12,580.75,579.33,800.29,121.16,55.54,24.5,3.51,18.14,99.12,3.51,294.0
2022,12,17,13,516.4,516.15,785.17,111.21,59.24,24.99,3.5,17.56,99.06,3.74,299.0
2022,12,17,14,392.8,392.55,714.04,101.24,65.92,24.82,3.57,18.08,99.03,3.63,303.2
2022,12,17,15,225.45,225.2,574.35,71.93,74.77,22.94,5.27,29.85,99.0,2.2,306.9
2022,12,17,16,50.92,50.85,194.84,30.16,85.08,19.38,5.23,36.86,98.99,2.32,310.3
2022,12,17,17,0.0,0.0,0.0,0.0,90.0,17.98,4.42,34.02,98.99,2.22,309.9
2022,12,17,18,0.0,0.0,0.0,0.0,90.0,17.59,4.3,33.94,99.03,1.98,305.8
2022,12,17,19,0.0,0.0,0.0,0.0,90.0,17.12,4.26,34.65,99.07,1.8,299.7
2022,12,17,20,0.0,0.0,0.0,0.0,90.0,16.63,4.22,35.41,99.09,1.62,296.7
